"term","regex","class","notes","concept_id","preferred_label","original_term","original_class","abc_role","abc_subrole","domain","concept_family","node_level","analysis_tier","atlas_layer","include_primary","primary_atlas_eligible","retain_reason","interpretation_note","regex_qc_action","corpus_hit_n","corpus_hit_pct","example_pmids"
"immunosuppressive_therapy","(?i:\b(immunosuppressive\s+(therapy|treatment|agent(s)?|drug(s)?|medication(s)?)|immunosuppressant(s)?)\b)","drug","complete_from_abstract_20260504; abstract_n=80/1493; A/upstream treatment category; frequent in abstracts; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_168","immunosuppressive therapy","immunosuppressive_therapy","drug","A","A_treatment_context","treatment_context","treatment_category","aggregate","treatment_context","treatment_context","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","Treatment-context term: abstract-level text may reflect antecedent exposure, treatment selection after ILD worsening, or post-outcome management; not interpreted as causal drug risk or treatment effect.","inline_flags_normalized",80,5.36,"41515608;41410579;41399072"
"antifibrotic_therapy","(?i:\b(anti[-\s]?fibrotic\s+(therapy|treatment|agent(s)?|drug(s)?)|antifibrotic(s)?)\b)","drug","complete_from_abstract_20260504; abstract_n=46/1493; A/upstream treatment category; complements nintedanib/pirfenidone; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_169","antifibrotic therapy","antifibrotic_therapy","drug","A","A_treatment_context","treatment_context","antifibrotic","aggregate","treatment_context","treatment_context","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","Treatment-context term: abstract-level text may reflect antecedent exposure, treatment selection after ILD worsening, or post-outcome management; not interpreted as causal drug risk or treatment effect.","inline_flags_normalized",46,3.08,"41515608;41480883;41399072"
"infection_safety_event","(?i:\b(?:severe\s+infection(?:s)?|serious\s+infection(?:s)?|major\s+infection(?:s)?|opportunistic\s+infection(?:s)?|infectious\s+complication(?:s)?|infection[-\s]?related\s+hospitali[sz]ation|infection(?:s)?\s+(?:occurred|requiring\s+hospitali[sz]ation|leading\s+to\s+discontinuation|requiring\s+discontinuation)|tuberculosis|mycobacterial\s+infection(?:s)?|Pneumocystis(?:\s+jirovecii|\s+carinii)?\s+pneumonia|Pneumocystis\s+pneumonia|\bPJP\b)\b)","event","complete_from_abstract_20260504; abstract_n=135/1493; A/event or safety signal; excludes generic pneumonia to reduce interstitial-pneumonia noise; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Restricted generic infection wording to severe/serious/opportunistic/hospitalization/discontinuation/specific infection-event contexts.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.; v2.2_final: renamed from infection_event and retained as infection/safety-context only; generic pneumonia remains excluded.","RAILD_V2_170","infection safety event","infection_event","event","context","infection_safety_context","infection_safety_context","infection_safety_event","specific","infection_context","infection_context","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","v2.2_final: retained as infection/safety-context layer only; not interpreted as a primary RA-ILD disease-state bridge, causal infection trigger, drug-risk estimate, or treatment-effect estimate from abstract-level text.","renamed_and_tightened_as_infection_context",57,3.82,"41624877;41233344;40956071"
"older_age","(?i:\b(older\s+age|advanced\s+age|elderly|aged\s+patients?|age\s*(>|≥|>=)\s*\d+|increasing\s+age)\b)","host","complete_from_abstract_20260504; abstract_n=109/1493; A/host risk factor; frequent in abstracts; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_171","older age","older_age","host","A","A_host_factor","host_factor","host_demographic","specific","main","primary_atlas","True","True","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","inline_flags_normalized",109,7.3,"41480883;41399072;41199312"
"seropositive_RA","(?i:\b(seropositive\s+(RA|rheumatoid\s+arthritis)|seropositivity|seronegative\s+(RA|rheumatoid\s+arthritis)|seronegativity)\b)","host","complete_from_abstract_20260504; abstract_n=39/1493; A/host-serologic phenotype; complements ACPA_RF; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_172","seropositive RA","seropositive_RA","host","A","A_serological_phenotype","serological_host_factor","RA_serologic_phenotype","specific","main","primary_atlas","True","True","clinically_or_biologically_interpretable; abstract_regex_qc_passed","Serological host phenotype in the ABC framework; may also be summarised in biomarker/serology atlas layers.","inline_flags_normalized",39,2.61,"41607594;41416743;41110725"
"CTD_ILD_comparator","(?i:\b(CTD[-\s]?ILD|connective\s+tissue\s+disease[-\s]?(associated|related)?\s*interstitial\s+lung\s+disease|autoimmune\s+rheumatic\s+disease[-\s]?(associated|related)?\s*interstitial\s+lung\s+disease|ARD[-\s]?ILD)\b)","population","complete_from_abstract_20260504; abstract_n=71/1493; A/population/comparator category; frequent in corpus; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_173","CTD-ILD comparator context","CTD_ILD_comparator","population","context","context_population_or_comparator","context_population","context_population","context","context","context_only","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","Comparator disease or literature-context term; not interpreted as an RA-ILD worsening factor.","inline_flags_normalized",72,4.82,"41782975;41399072;41375773"
"Sjogren_syndrome","(?i:\b(Sj[oö]gren'?s?\s+syndrome|primary\s+Sj[oö]gren'?s?|\bpSS\b)\b)","population","complete_from_abstract_20260504; abstract_n=326/1493; A/population/comparator; frequent in corpus; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_174","Sjogren syndrome","Sjogren_syndrome","population","context","context_population_or_comparator","context_population","context_population","context","context","context_only","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","Comparator disease or literature-context term; not interpreted as an RA-ILD worsening factor.","inline_flags_normalized",328,21.97,"41766310;41399072;41399061"
"systemic_sclerosis","(?i:\b(systemic\s+sclerosis|scleroderma|\bSSc\b)\b)","population","complete_from_abstract_20260504; abstract_n=219/1493; A/population/comparator; frequent in corpus; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_175","systemic sclerosis","systemic_sclerosis","population","context","context_population_or_comparator","context_population","context_population","context","context","context_only","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","Comparator disease or literature-context term; not interpreted as an RA-ILD worsening factor.","inline_flags_normalized",219,14.67,"41399061;41375773;41327765"
"SLE","(?i:\b(systemic\s+lupus\s+erythematosus|\bSLE\b)\b)","population","complete_from_abstract_20260504; abstract_n=122/1493; A/population/comparator; frequent in corpus; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_176","SLE","SLE","population","context","context_population_or_comparator","context_population","context_population","context","context","context_only","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","Comparator disease or literature-context term; not interpreted as an RA-ILD worsening factor.","inline_flags_normalized",122,8.17,"41399061;41375773;41184949"
"inflammatory_myopathy","(?i:\b(dermatomyositis|polymyositis|idiopathic\s+inflammatory\s+myopath(y|ies)|IIM|antisynthetase\s+syndrome|anti[-\s]?synthetase\s+syndrome)\b)","population","complete_from_abstract_20260504; abstract_n=140/1493; A/population/comparator; frequent in corpus; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_177","inflammatory myopathy","inflammatory_myopathy","population","context","context_population_or_comparator","context_population","context_population","context","context","context_only","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","Comparator disease or literature-context term; not interpreted as an RA-ILD worsening factor.","inline_flags_normalized",141,9.44,"41399072;41399061;41375773"
"MCTD_UCTD_IPAF","(?i:\b(mixed\s+connective\s+tissue\s+disease|undifferentiated\s+connective\s+tissue\s+disease|\bMCTD\b|\bUCTD\b|interstitial\s+pneumonia\s+with\s+autoimmune\s+features|\bIPAF\b)\b)","population","complete_from_abstract_20260504; abstract_n=67/1493; A/population/comparator; frequent in corpus; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_178","MCTD/UCTD/IPAF comparator","MCTD_UCTD_IPAF","population","context","context_population_or_comparator","context_population","context_population","context","context","context_only","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","Comparator disease or literature-context term; not interpreted as an RA-ILD worsening factor.","inline_flags_normalized",67,4.49,"41515608;41399061;41375773"
"HRCT","(?i:\b(HRCT|high[-\s]?resolution\s+(computed\s+)?tomography|high[-\s]?resolution\s+CT)\b)","radiology","complete_from_abstract_20260504; abstract_n=330/1493; B/imaging modality; frequent in abstracts; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.; v2.2.1_hrct_modality_patch: HRCT retained as an imaging measurement modality but excluded from primary disease-state bridge analyses.","RAILD_V2_179","HRCT","HRCT","radiology","B","B_measurement_modality","imaging_modality","measurement_modality","specific","sensitivity","sensitivity","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed; retained_for_coverage_and_sensitivity_as_measurement_modality_not_primary_bridge","HRCT is an imaging measurement/modality node; it should not be interpreted as a disease-state bridge. Disease-state imaging features and severity are represented by UIP, NSIP, honeycombing, reticulation, traction bronchiectasis, fibrosis extent/severity and related phenotype nodes.","inline_flags_normalized",330,22.1,"41782975;41624877;41410579"
"pulmonary_fibrosis","(?i:\b(pulmonary\s+fibrosis|lung\s+fibrosis|fibrosing\s+interstitial\s+lung\s+disease|fibrotic\s+interstitial\s+lung\s+disease|fibrotic\s+ILD)\b)","phenotype","complete_from_abstract_20260504; abstract_n=405/1493; B/fibrotic phenotype; frequent in abstracts; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_180","pulmonary fibrosis","pulmonary_fibrosis","phenotype","B","B_ILD_phenotype_or_extent","ILD_phenotype","fibrotic_phenotype","aggregate","sensitivity","sensitivity","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","inline_flags_normalized",413,27.66,"41624877;41598167;41425860"
"ILD_extent_severity","(?i:\b(ILD\s+(extent|severity|score|scores)|extent\s+of\s+(ILD|interstitial\s+lung\s+disease)|fibrosis\s+(score|scores|severity)|HRCT\s+(score|scores))\b)","phenotype","complete_from_abstract_20260504; abstract_n=64/1493; B/severity/extent phenotype; frequent in abstracts; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.; v2.2.2_measurement_patch: aggregate regex narrowed to avoid direct overlap with fibrosis_extent.","RAILD_V2_181","ILD extent severity","ILD_extent_severity","phenotype","B","B_ILD_phenotype_or_extent","ILD_phenotype","severity_extent","aggregate","sensitivity","sensitivity","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","Aggregate sensitivity node; direct fibrosis extent phrases are assigned to the primary fibrosis_extent node to reduce duplicate exact-span detection.","inline_flags_normalized",61,4.09,"41624877;41410579;40633426"
"fibroblast_cell","(?i:\b(fibroblast(s)?)\b)","cell","complete_from_abstract_20260504; abstract_n=42/1493; B/cell; abstract-supported fibrosis-related cell; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_182","fibroblast cell","fibroblast_cell","cell","B","B_cellular_process","cellular_process","stromal_cell","specific","main","primary_atlas","True","True","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","inline_flags_normalized",42,2.81,"41132540;40539399;40345585"
"myofibroblast_cell","(?i:\b(myofibroblast(s)?)\b)","cell","complete_from_abstract_20260504; abstract_n=16/1493; B/cell; abstract-supported fibrosis-related cell; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_183","myofibroblast cell","myofibroblast_cell","cell","B","B_cellular_process","cellular_process","stromal_cell","specific","main","primary_atlas","True","True","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","inline_flags_normalized",16,1.07,"40539399;39844268;36941782"
"macrophage_cell","(?i:\b(macrophage(s)?)\b)","cell","complete_from_abstract_20260504; abstract_n=55/1493; B/cell; generic macrophage complementing M2_macrophage; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_184","macrophage cell","macrophage_cell","cell","B","B_cellular_process","cellular_process","immune_cell","specific","main","primary_atlas","True","True","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","inline_flags_normalized",55,3.68,"41354106;40849891;40374686"
"ECM_remodeling","(?i:\b(extracellular\s+matrix|\bECM\b|matrix\s+remodel(l)?ing|collagen\s+deposition|collagen\s+type\s+(I|1|III|3)|fibronectin)\b)","molecular","complete_from_abstract_20260504; abstract_n=32/1493; B/molecular fibrosis effector; avoids broad collagen alone; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_185","ECM remodeling","ECM_remodeling","molecular","B","B_molecular_pathway","molecular_pathway","extracellular_matrix","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","inline_flags_normalized",32,2.14,"41132540;40418457;40093950"
"TGFB_axis","(?i:\b(TGF[-\s]?β|TGF[-\s]?beta|TGFβ|TGFB1|TGFB2|TGFB3|transforming\s+growth\s+factor[-\s]?β|transforming\s+growth\s+factor[-\s]?beta)\b)","molecular","complete_from_abstract_20260504; abstract_n=28/1493; B/molecular; independent TGFB axis node added for complete version; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_186","TGFB axis","TGFB_axis","molecular","B","B_molecular_pathway","molecular_pathway","TGF_beta_axis","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","inline_flags_normalized",28,1.88,"41226758;40093950;39693122"
"SMAD_signaling","(?i:\b(SMAD[234]?|SMAD\s+signaling|Smad\s+pathway)\b)","molecular","complete_from_abstract_20260504; abstract_n=10/1493; B/molecular; independent TGF downstream node added for complete version; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_187","SMAD signaling","SMAD_signaling","molecular","B","B_molecular_pathway","molecular_pathway","TGF_beta_axis","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","inline_flags_normalized",10,0.67,"40093950;39678895;39283681"
"ANA","(?:\bANA\b|(?i:\bantinuclear\s+antibod(?:y|ies)\b))","biomarker","complete_from_abstract_20260504; abstract_n=55/1493; B/biomarker; frequent autoantibody term; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Standalone ANA is uppercase-only; full antinuclear antibody phrase is case-insensitive.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_188","ANA","ANA","biomarker","A","A_serological_phenotype","serological_host_factor","autoantibody_serology","specific","main","primary_atlas","True","True","clinically_or_biologically_interpretable; abstract_regex_qc_passed","Serological host phenotype in the ABC framework; may also be summarised in biomarker/serology atlas layers.","tightened_or_merged",55,3.68,"41303880;40790333;40781169"
"anti_Ro_SSA","(?:\bSSA\b|\bSS-A\b|\bSSB\b|\bSS-B\b|\bRo52\b|(?i:\banti[-\s]?(?:Ro|SSA|SS-A|Ro52|Ro-52|La|SSB|SS-B)\b))","biomarker","complete_from_abstract_20260504; abstract_n=81/1493; B/biomarker; frequent CTD-ILD autoantibody term; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Standalone SSA/SSB variants are uppercase/mixed-case only; anti-Ro/La phrases are case-insensitive.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_189","Anti-Ro/La (SSA/SSB)","anti_Ro_SSA","biomarker","A","A_serological_phenotype","serological_host_factor","autoantibody_serology","specific","main","primary_atlas","True","True","clinically_or_biologically_interpretable; abstract_regex_qc_passed","Serological host phenotype in the ABC framework; may also be summarised in biomarker/serology atlas layers.","tightened_or_merged",81,5.43,"40906346;40901469;40849891"
"lung_transplantation","(?i:\b(lung\s+transplant(ation)?|transplant[-\s]?free\s+survival)\b)","outcome","complete_from_abstract_20260504; abstract_n=27/1493; C/severe outcome; frequent enough in abstracts; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_190","lung transplantation","lung_transplantation","outcome","C","C_secondary_severe_outcome","clinical_outcome","severe_outcome","specific","sensitivity","sensitivity","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","Secondary severe clinical outcome retained for supporting/sensitivity analyses, not a primary outcome node.","inline_flags_normalized",27,1.81,"40967766;40806561;40099027"
"ILD_onset_incidence","(?i:\b(incident\s+(ILD|interstitial\s+lung\s+disease)|ILD\s+incidence|incidence\s+of\s+(ILD|interstitial\s+lung\s+disease)|development\s+of\s+(ILD|interstitial\s+lung\s+disease)|new[-\s]?onset\s+(ILD|interstitial\s+lung\s+disease)|occurrence\s+of\s+(ILD|interstitial\s+lung\s+disease))\b)","outcome","complete_from_abstract_20260504; abstract_n=63/1493; C/outcome; incident/onset ILD signal frequent in abstracts; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_191","ILD onset incidence","ILD_onset_incidence","outcome","C","C_incident_ILD","clinical_outcome","incident_ILD","specific","sensitivity","sensitivity","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","Incident ILD term retained for context/sensitivity; not a worsening outcome node.","inline_flags_normalized",65,4.35,"41607594;41356090;41214590"
"adverse_event","(?i:\b(adverse\s+event(s)?|serious\s+adverse\s+event(s)?|safety\s+profile|treatment[-\s]?emergent\s+adverse\s+event(s)?)\b)","outcome","complete_from_abstract_20260504; abstract_n=63/1493; C/safety outcome; frequent in treatment abstracts; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_192","adverse event","adverse_event","outcome","C","C_treatment_safety_context","treatment_safety_context","safety_outcome","specific","treatment_context","treatment_context","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","Treatment/safety-context outcome: retained for contextual and sensitivity analyses; not used as a primary RA-ILD worsening outcome.","inline_flags_normalized",63,4.22,"41624877;41598167;41399072"
"respiratory_infection_context","(?i:\b(?:respiratory|pulmonary|lung|lower\s+respiratory\s+tract)\s+infection(?:s)?\b|\b(?:infectious|bacterial|viral|fungal|opportunistic|COVID[-\s]?19|SARS[-\s]?CoV[-\s]?2|influenza|Pneumocystis(?:\s+jirovecii)?|tuberculous)\s+pneumonia\b|\bPJP\b)","event","v2.2_final: new infection/safety-context term; intentionally excludes standalone pneumonia to avoid interstitial-pneumonia and organizing-pneumonia collisions.","RAILD_V2_193","respiratory infection context","respiratory_infection_context","event","context","infection_respiratory_context","infection_safety_context","respiratory_infection_context","specific","infection_context","infection_context","False","False","clinically important infection/safety context; separated from primary disease-state atlas","v2.2_final: retained as infection/safety-context layer only; not interpreted as a primary RA-ILD disease-state bridge, causal infection trigger, drug-risk estimate, or treatment-effect estimate from abstract-level text.","new_infection_context_regex_excludes_standalone_pneumonia",39,2.61,"41399072;41184949;40956071"
"infection_triggered_AE_context","(?i:\b(?:acute\s+exacerbation(?:s)?|AE[-\s]?ILD|ILD[-\s]?AE)\b.{0,100}\b(?:due\s+to|triggered\s+by|precipitated\s+by|caused\s+by|associated\s+with|secondary\s+to|complicated\s+by|from)\b.{0,80}\b(?:respiratory\s+infection(?:s)?|pulmonary\s+infection(?:s)?|lung\s+infection(?:s)?|infection(?:s)?|infectious\s+pneumonia|bacterial\s+pneumonia|viral\s+pneumonia|Pneumocystis(?:\s+jirovecii)?\s+pneumonia|PJP|COVID[-\s]?19|SARS[-\s]?CoV[-\s]?2)\b|\b(?:respiratory\s+infection(?:s)?|pulmonary\s+infection(?:s)?|lung\s+infection(?:s)?|infectious\s+pneumonia|bacterial\s+pneumonia|viral\s+pneumonia|Pneumocystis(?:\s+jirovecii)?\s+pneumonia|PJP|COVID[-\s]?19|SARS[-\s]?CoV[-\s]?2)\b.{0,100}\b(?:triggered|precipitated|caused|associated\s+with|led\s+to|resulted\s+in)\b.{0,80}\b(?:acute\s+exacerbation(?:s)?|AE[-\s]?ILD|ILD[-\s]?AE)\b)","event","v2.2_final: new narrow infection/AE-ILD context term requiring an explicit trigger/association connector; excludes generic AE-ILD definitions such as acute exacerbation without infection.","RAILD_V2_194","infection-associated AE-ILD context","infection_triggered_AE_context","event","context","AE_ILD_infection_context","infection_safety_context","infection_AE_context","specific","infection_context","infection_context","False","False","clinically important AE-ILD trigger/differential context; separated from primary disease-state atlas","v2.2_final: retained as infection/safety-context layer only; not interpreted as a primary RA-ILD disease-state bridge, causal infection trigger, drug-risk estimate, or treatment-effect estimate from abstract-level text.","new_infection_ae_context_requires_explicit_connector",1,0.07,"38883149"
